OriginalCityStateID,NewCityStateID,City,OriginalState,NewState,MatchValue
parksvillesc,parksvilleaz,parksville,SC,AZ,90.5
mounthopewi,mounthopewv,mount hope,WI,WV,100.0
denisontx,denisontx,denison,TX,TX,100.0
crawfordfe,crawfordnj,crawford,FE,NJ,87.5
brentwoodny,brentwoodny,brentwood,NY,NY,100.0
monmouthor,monmouthor,monmouth,OR,OR,100.0
southwilliamsportpa,southwilliamsportpa,south williamsport,PA,PA,100.0
sancarlosiitx,sancarlosiitx,san carlos ii,TX,TX,90.5
calhounom,calhounga,calhoun,OM,GA,100.0
oronogomo,oronogomo,oronogo,MO,MO,100.0
thowntonco,thowntonin,thownton,CO,IN,88.88888888888889
parkercityint,parkercityin,parke rcity,INT,IN,90.9090909090909
idealga,idealga,ideal,GA,GA,71.42857142857143
lakedalecarliain,lakedalecarliain,lake dalecarlia,IN,IN,100.0
monarchmillsc,monarchmillsc,monarch mill,SC,SC,100.0
glenavrva,glenavril,glenavr,VA,IL,83.33333333333334
pinewoodestatestx,pinewoodestatestx,pinewood estates,TX,TX,100.0
towamensingtrailspa,towamensingtrailspa,towamensing trails,PA,PA,100.0
wsetfreeholdnj,wsetfreeholdnj,wset freehold,NJ,NJ,92.3076923076923
kermittx,kermittx,kermit,TX,TX,100.0
prestontx,prestontx,preston,TX,TX,100.0
hillsborowi,hillsborowi,hillsboro,WI,WI,100.0
tecumsehmi,tecumsehmi,tecumseh,MI,MI,100.0
hudsonlakein,hudsonlakein,hudson lake,IN,IN,100.0
quimbyia,quimbyca,quimby,IA,CA,66.66666666666666
eastlakeoh,eastlakeoh,eastlake,OH,OH,100.0
cresaptownmd,cresaptownmd,cresaptown,MD,MD,100.0
lincolnvilleks,lincolnvilleks,lincolnville,KS,KS,90.5
oldstationca,oldstationct,old station,CA,CT,80.0
newtownnd,newtownnd,new town,ND,ND,100.0
tazlianak,tazlianaz,tazlian,AK,AZ,75.0
mountjacksonva,mountjacksonva,mount jackson,VA,VA,100.0
manchestermi,manchestermi,manchester,MI,MI,100.0
horsecaveky,horsecaveky,horse cave,KY,KY,100.0
jacksonmo,jacksonmo,jackson,MO,MO,100.0
losangelesca,losangelesca,los angeles,CA,CA,100.0
sundaylakewa,sundaylaketx,sunday lake,WA,TX,83.33333333333334
liebenthalks,liebenthalaz,liebenthal,KS,AZ,85.71428571428571
newerami,newerand,new era,MI,ND,83.33333333333334
galevilleny,galevilleny,galeville,NY,NY,100.0
guysnt,guysnd,guys,NT,ND,60.0
stanleync,stanleync,stanley,NC,NC,100.0
buddlakenj,buddlakenj,budd lake,NJ,NJ,100.0
lafayettega,lafayettega,lafayette,GA,GA,100.0
losangelesvca,losangelesca,los angeles,VCA,CA,100.0
serasburgil,serasburgco,serasburg,IL,CO,88.88888888888889
fentomo,fentomo,fento,MO,MO,83.33333333333334
parklaynegoh,parklaynegoh,park layneg,OH,OH,90.5
kenovawv,kenovawv,kenova,WV,WV,100.0
ashvilleal,ashvilleal,ashville,AL,AL,100.0
vermontiln,vermontal,vermont,ILN,AL,83.33333333333334
eunicenm,eunicenm,eunice,NM,NM,100.0
fomosoks,fomosopr,fomoso,KS,PR,80.0
lakemadisonsd,lakemadisonak,lake madison,SD,AK,80.0
gallantal,gallanttx,gallant,AL,TX,90.5
franklini,franklinga,franklin,I,GA,100.0
bozemanmt,bozemanmt,bozeman,MT,MT,100.0
unionhill-noveltyhillwa,unionhill-noveltyhillwa,union hill-novelty hill,WA,WA,100.0
lapresaix,lapresaca,la presa,IX,CA,100.0
homesteadnm,homesteadfl,homestead,NM,FL,100.0
peytonco,peytontx,peyton,CO,TX,75.0
leonaks,leonaia,leona,KS,IA,90.5
boguechittoms,boguechittola,bogue chitto,MS,LA,66.66666666666666
winnebagon,winnebagoil,winnebago,N,IL,100.0
volinsd,volinil,volin,SD,IL,75.0
amasami,amasala,amasa,MI,LA,90.5
westwarehamma,westwarehamma,west wareham,MA,MA,100.0
dbulinoj,dbulinca,dbulin,OJ,CA,83.33333333333334
carbonadowa,carbonadowa,carbonado,WA,WA,83.33333333333334
massenaia,massenany,massena,IA,NY,100.0
bayougoulala,bayougoulaar,bayou goula,LA,AR,90.5
franklinparkpa,franklinparkpa,franklin park,PA,PA,100.0
parmaoh,parmaoh,parma,OH,OH,100.0
slickvillepa,slickvillene,slickville,PA,NE,90.0
wildwoodnj,wildwoodnj,wildwood,NJ,NJ,100.0
rockvillect,rockvillect,rockville,CT,CT,100.0
sterlingco,sterlingco,sterling,CO,CO,100.0
norwoodcourtmo,norwoodcourtma,norwood court,MO,MA,90.5
marlowheightsmd,marlowheightsmd,marlow heights,MD,MD,100.0
denverco,denverco,denver,CO,CO,100.0
kickapoosite6ks,kickapoosite6ak,kickapoo site 6,KS,AK,80.0
cutoffla,cutoffla,cut off,LA,LA,100.0
lancastermo,lancastermo,lancaster,MO,MO,100.0
stirlingcityca,stirlingcitytx,stirling city,CA,TX,100.0
northhlilsny,northhlilsny,north hlils,NY,NY,90.9090909090909
saginawmo,saginawmi,saginaw,MO,MI,100.0
deschutesriverwoodso,deschutesriverwoodsor,deschutes river woods,O,OR,100.0
watlerborsc,watlerbortx,watlerbor,SC,TX,83.33333333333334
cuttenca,cuttenca,cutten,CA,CA,100.0
reddellla,reddellme,reddell,LA,ME,100.0
puebloco,puebloco,pueblo,CO,CO,100.0
daphneal,daphneal,daphne,AL,AL,100.0
unioncentrewi,unioncentreky,union centre,WI,KY,90.5
whitmerwv,whitmersc,whitmer,WV,SC,87.5
hornsbytn,hornsbyal,hornsby,TN,AL,85.71428571428571
airwayheightswa,airwayheightswa,airway heights,WA,WA,100.0
northsiouxcitysd,northsiouxcitysd,north sioux city,SD,SD,100.0
williabsvilleny,williabsvilleny,williabsville,NY,NY,92.3076923076923
gaylordks,gaylordmi,gaylord,KS,MI,100.0
countrycluca,countrycluca,country clu,CA,CA,91.66666666666666
graryidgemo,graryidgeok,graryidge,MO,OK,90.5
blissny,blissaz,bliss,NY,AZ,80.0
ardmorepa,ardmorepa,ardmore,PA,PA,100.0
glenms,glenco,glen,MS,CO,66.66666666666666
norwoodla,norwoodma,norwood,LA,MA,100.0
middleportny,middleportny,middleport,NY,NY,100.0
penndelpa,penndelpa,penndel,PA,PA,100.0
lyndonvillevt,lyndonvillevt,lyndonville,VT,VT,100.0
hastingspa,hastingspa,hastings,PA,PA,100.0
smyrnade,smyrnade,smyrna,DE,DE,100.0
wendellmn,wendellid,wendell,MN,ID,100.0
olatheco,olatheco,olathe,CO,CO,100.0
wahkonmn,wahkonia,wahkon,MN,IA,83.33333333333334
caledoniail,caledoniami,caledonia,IL,MI,100.0
emingtonil,emingtonin,emington,IL,IN,88.88888888888889
hqciendaheightsca,hqciendaheightsca,hqcienda heights,CA,CA,93.75
blainetn,blainetn,blaine,TN,TN,100.0
summershadeky,summershadeil,summer shade,KY,IL,83.33333333333334
cliftonks,cliftonaz,clifton,KS,AZ,100.0
st.roseil,st.rosela,st. rose,IL,LA,70.0
nrthptoomacmd,nrthptoomacmd,nrth ptoomac,MD,MD,92.3076923076923
baylakefl,baylakear,bay lake,FL,AR,90.5
kilgoretx,kilgoretx,kilgore,TX,TX,100.0
westalemwi,westalemtx,west alem,WI,TX,90.5
isletavillagepropernm,isletavillageproperil,isleta village proper,NM,IL,80.0
santarosavalleyca,santarosavalleyca,santa rosa valley,CA,CA,90.5
versaillesmo,versaillesmo,versailles,MO,MO,100.0
sharonnd,sharonma,sharon,ND,MA,100.0
fowlerac,fowlerca,fowler,AC,CA,100.0
clinotna,clinotnpa,clinotn,A,PA,87.5
essexia,essexmd,essex,IA,MD,100.0
centerportpa,centerportny,centerport,PA,NY,100.0
banerhilltn,banerhilltn,baner hill,TN,TN,90.9090909090909
burgessmo,burgessny,burgess,MO,NY,85.71428571428571
hilbertwi,hilbertwi,hilbert,WI,WI,100.0
portst.johnfl,portst.johnfl,port st. john,FL,FL,80.0
queensny,queensny,queens,NY,NY,100.0
kianaak,kianaak,kiana,AK,AK,80.0
goshenin,goshenin,goshen,IN,IN,100.0
lakeisabellami,lakeisabellami,lake isabella,MI,MI,100.0
millerplacevy,millerplaceny,miller place,VY,NY,100.0
penalosks,penalosms,penalos,KS,MS,80.0
alphanj,alphanj,alpha,NJ,NJ,100.0
tippecanoeoh,tippecanoeaz,tippecanoe,OH,AZ,80.0
hdgenvilleky,hdgenvilleky,hdgenville,KY,KY,90.9090909090909
vaughnwa,vaughnmo,vaughn,WA,MO,66.66666666666666
veblensd,veblenok,veblen,SD,OK,80.0
danilelky,danilelky,danilel,KY,KY,87.5
snydervilleut,snydervilleut,snyderville,UT,UT,100.0
paddocklakewi,paddocklakewi,paddock lake,WI,WI,100.0
absarokeemt,absarokeemt,absarokee,MT,MT,100.0
phillipswi,phillipswi,phillips,WI,WI,100.0
wastasd,wastaca,wasta,SD,CA,80.0
lincolnparkn,lincolnparkco,lincoln park,N,CO,100.0
prattvilleal,prattvilleal,prattville,AL,AL,100.0
savagemd,savagemd,savage,MD,MD,100.0
charlosheightsmt,charlosheightsil,charlos heights,MT,IL,80.0
spartaga,spartaga,sparta,GA,GA,100.0
johnstownoh,johnstownoh,johnstown,OH,OH,100.0
pineridgepa,pineridgepa,pine ridge,PA,PA,100.0
carlinnv,carlinnv,carlin,NV,NV,100.0
worthil,worthil,worth,IL,IL,100.0
craigmt,craigak,craig,MT,AK,100.0
jacksonvillear,jacksonvillear,jacksonville,AR,AR,100.0
wyacondamo,wyacondaco,wyaconda,MO,CO,75.0
weirtx,weirtx,weir,TX,TX,66.66666666666666
malvernar,malvernar,malvern,AR,AR,100.0
centevrillewa,centevrilleal,centevrille,WA,AL,90.9090909090909
westalliswi,westalliswi,west allis,WI,WI,100.0
peekskillny,peekskillny,peekskill,NY,NY,100.0
monovistaca,monovistaca,mono vista,CA,CA,100.0
talcot,talcoca,talco,T,CA,75.0
ryeco,ryenh,rye,CO,NH,100.0
yakmawa,yakmaak,yakma,WA,AK,90.5
concordehillsoh,concordehillsal,concorde hills,OH,AL,90.5
mcfarlandca,mcfarlandca,mcfarland,CA,CA,100.0
villaparkca,villaparkca,villa park,CA,CA,100.0
lakeviewwa,lakeviewca,lakeview,WA,CA,100.0
artesianm,artesianm,artesia,NM,NM,100.0
rockhamsd,rockhamal,rockham,SD,AL,75.0
biglakewa,biglakewa,big lake,WA,WA,100.0
osceolane,osceolane,osceola,NE,NE,100.0
atholi,atholma,athol,I,MA,100.0
kicdapoosite2ks,kicdapoosite2il,kicdapoo site 2,KS,IL,71.42857142857143
rutlandil,rutlandma,rutland,IL,MA,100.0
osceolamo,osceolamo,osceola,MO,MO,100.0
greenbaywi,greenbaywi,green bay,WI,WI,100.0
ashbymn,ashbyma,ashby,MN,MA,100.0
chenaoil,chenaoil,chenao,IL,IL,83.33333333333334
micronc,microfl,micro,NC,FL,80.0
somersetnj,somersetnj,somerset,NJ,NJ,100.0
goshenva,goshenar,goshen,VA,AR,100.0
northweststanwoodwa,northweststanwoodny,northwest stanwood,WA,NY,81.81818181818183
strasburgil,strasburgco,strasburg,IL,CO,100.0
farmloopak,farmloopak,farm loop,AK,AK,100.0
santarosaaz,santarosaca,santa rosa,AZ,CA,100.0
vanhorntx,vanhorntx,van horn,TX,TX,100.0
ashleyheightsnc,ashleyheightsnd,ashley heights,NC,ND,90.5
overtonitx,overtontx,overton,ITX,TX,100.0
sycamoreok,sycamoreil,sycamore,OK,IL,100.0
fortstewatga,fortstewatga,fort stewat,GA,GA,91.66666666666666
piffardny,piffardct,piffard,NY,CT,71.42857142857143
adiarvillageor,adiarvillagemo,adiar village,OR,MO,84.61538461538461
chinovalleyz,chinovalleyaz,chino valley,Z,AZ,100.0
eatsrockinghamnc,eatsrockinghamnc,eats rockingham,NC,NC,93.33333333333333
downingtownpa,downingtownpa,downingtown,PA,PA,100.0
ogemam,ogemaga,ogema,M,GA,80.0
alicend,alicetx,alice,ND,TX,100.0
albanywi,albanywi,albany,WI,WI,100.0
newelliak,newellwv,newell,IAK,WV,100.0
tunicams,tunicams,tunica,MS,MS,100.0
taylorsvillems,taylorsvillems,taylorsville,MS,MS,100.0
churchhillmd,churchhillpa,church hill,MD,PA,100.0
cumberladky,cumberladky,cumberlad,KY,KY,90.0
portageoh,portagein,portage,OH,IN,100.0
casperwy,casperwy,casper,WY,WY,100.0
duttonmt,duttonga,dutton,MT,GA,83.33333333333334
cumberlandcenterme,cumberlandcenterme,cumberland center,ME,ME,100.0
norwoodny,norwoodny,norwood,NY,NY,100.0
lonejackmo,lonejackmo,lone jack,MO,MO,100.0
lagrangeparkil,lagrangeparkil,la grange park,IL,IL,100.0
awukenaca,awukenail,awukena,CA,IL,75.0
fredericksburgin,fredericksburgpa,fredericksburg,IN,PA,100.0
bakermn,bakerla,baker,MN,LA,100.0
macheseyparkin,macheseyparkil,machesey park,IN,IL,92.85714285714286
denverta,denverco,denver,TA,CO,100.0
st.mary'spak,st.mary'sga,st. mary's,PAK,GA,88.88888888888889
laportein,laportein,la porte,IN,IN,100.0
vherrillia,vherrillfl,vherrill,IA,FL,88.88888888888889
fajardopr,fajardopr,fajardo,PR,PR,100.0
cornleane,cornleaga,cornlea,NE,GA,75.0
paxtonne,paxtonil,paxton,NE,IL,100.0
whitesotneva,whitesotnenj,white sotne,VA,NJ,81.81818181818183
ddihamia,ddihamme,ddiham,IA,ME,83.33333333333334
beltontx,beltontx,belton,TX,TX,100.0
palmern,palmerak,palmer,N,AK,100.0
virgilinava,virgilinanv,virgilina,VA,NV,80.0
eastfultonhamoh,eastfultonhamma,east fultonham,OH,MA,84.61538461538461
pajaroca,pajaroca,pajaro,CA,CA,100.0
brooksideal,brooksideal,brookside,AL,AL,100.0
kokomoin,kokomoin,kokomo,IN,IN,100.0
frontenacmo,frontenacmo,frontenac,MO,MO,100.0
jvasdp,jvamo,jva,SDP,MO,66.66666666666666
howardwi,howardwi,howard,WI,WI,100.0
pesotumil,pesotumnm,pesotum,IL,NM,80.0
lowellpointak,lowellpointar,lowell point,AK,AR,90.5
evansco,evansco,evans,CO,CO,100.0
egrtyok,egrtyar,egrty,OK,AR,66.66666666666666
eastlawngardenspa,eastlawngardenspa,eastlawn gardens,PA,PA,100.0
southdeerfieldma,southdeerfieldma,south deerfield,MA,MA,100.0
westaltobonitotx,westaltobonitotx,west alto bonito,TX,TX,90.5
islandparkid,islandparkny,island park,ID,NY,100.0
cimarroncityok,cimarroncityks,cimarron city,OK,KS,90.5
pachecoca,pachecoca,pacheco,CA,CA,100.0
coldfootak,coldfootca,coldfoot,AK,CA,75.0
banksor,banksor,banks,OR,OR,100.0
cliffvillagemo,cliffvillagetx,cliff village,MO,TX,80.0
oakviewmo,oakviewca,oakview,MO,CA,87.5
lacarlatx,lacarlaca,la carla,TX,CA,77.77777777777779
tolanilakecz,tolanilaketx,tolani lake,CZ,TX,80.0
kansasil,kansasmn,kansas,IL,MN,83.33333333333334
socialcirclea,socialcirclega,social circle,A,GA,100.0
cottonowodshorestx,cottonowodshorestx,cottonowod shores,TX,TX,94.11764705882352
hedgesvillewv,hedgesvilleky,hedgesville,WV,KY,90.9090909090909
chandleraz,chandleraz,chandler,AZ,AZ,100.0
kendrickok,kendrickla,kendrick,OK,LA,83.33333333333334
puehlowestco,puehlowestco,puehlo west,CO,CO,90.9090909090909
minieril,minieril,minier,IL,IL,100.0
sumnerga,sumneril,sumner,GA,IL,100.0
mauricevilletx,mauricevilletx,mauriceville,TX,TX,100.0
duncanms,duncanok,duncan,MS,OK,100.0
ellsworthmi,ellsworthks,ellsworth,MI,KS,100.0
greensburgmd,greensburgin,greensburg,MD,IN,100.0
staleync,staleync,staley,NC,NC,85.71428571428571
tingmeyia,tingmeync,tingmey,IA,NC,75.0
ellensburgwa,ellensburgwa,ellensburg,WA,WA,100.0
grahamal,grahamme,graham,AL,ME,100.0
beaconsquarefl,beaconsquarefl,beacon square,FL,FL,100.0
dmoremi,dmoremi,dmore,MI,MI,83.33333333333334
harltyde,harltymi,harlty,DE,MI,75.0
rusesllvillein,rusesllvillein,rusesllville,IN,IN,91.66666666666666
oamplicosc,oamplicosc,oamplico,SC,SC,87.5
cantonok,cantonga,canton,OK,GA,100.0
chapmanpa,chapmanks,chapman,PA,KS,100.0
partridgeks,partridgear,partridge,KS,AR,88.88888888888889
ridgelands,ridgelandms,ridgeland,S,MS,100.0
sedylik,sedylimo,sedyli,K,MO,71.42857142857143
hallsvilletx,hallsvilletx,hallsville,TX,TX,100.0
concora,concorok,concor,A,OK,90.5
pasadenahillsmo,pasadenahillsfl,pasadena hills,MO,FL,100.0
bandetx,bandeva,b and e,TX,VA,80.0
pointealahachela,pointealahachemn,pointe a la hache,LA,MN,69.23076923076923
torthchasenc,torthchasenc,torthchase,NC,NC,100.0
palsoparkil,palsoparkil,palso park,IL,IL,90.0
baypinesfl,baypinesfl,bay pines,FL,FL,100.0
birdseyein,birdseyetx,birdseye,IN,TX,80.0
appletoncitymo,appletoncitymo,appleton city,MO,MO,100.0
kingstonmo,kingstonmo,kingston,MO,MO,100.0
johnsonburgnj,johnsonburgpa,johnsonburg,NJ,PA,100.0
oldgreenok,oldgreenpa,old green,OK,PA,88.88888888888889
fronatx,fronatx,frona,TX,TX,83.33333333333334
millbrookny,millbrookny,millbrook,NY,NY,100.0
sharpsvillepa,sharpsvillepa,sharpsville,PA,PA,100.0
thiefriverfallsmn,thiefriverfallsmn,thief river falls,MN,MN,100.0
munsonscorersny,munsonscorersny,munsons corers,NY,NY,93.33333333333333
rosehillsca,rosehillsks,rose hills,CA,KS,90.5
brewsteroh,brewsteroh,brewster,OH,OH,100.0
lascrucesnm,lascrucesnm,las cruces,NM,NM,100.0
lavillatx,lavillatx,la villa,TX,TX,100.0
cotterar,cotternj,cotter,AR,NJ,85.71428571428571
sweetwatertn,sweetwatertn,sweetwater,TN,TN,100.0
eagarvilelil,eagarvilelaz,eagarvilel,IL,AZ,90.5
silercitynv,silercitync,siler city,NV,NC,100.0
belleplaineia,belleplaineia,belle plaine,IA,IA,100.0
vallyeal,vallyeaz,vallye,AL,AZ,90.5
mentorky,mentoroh,mentor,KY,OH,100.0
greatfallsmt,greatfallsmt,great falls,MT,MT,100.0
galesburgks,galesburgil,galesburg,KS,IL,100.0
melvinawi,melvinaor,melvina,WI,OR,83.33333333333334
carlisleoh,carlisleoh,carlisle,OH,OH,100.0
haekinsvillega,haekinsvillega,haekinsville,GA,GA,91.66666666666666
emingtonil,emingtonin,emington,IL,IN,88.88888888888889
shalimarfl,shalimardc,shalimar,FL,DC,75.0
brushtonn,brushtonco,brushton,N,CO,90.5
westsamosetfl,westsamosetfl,west samoset,FL,FL,100.0
reedcreekga,reedcreekga,reed creek,GA,GA,100.0
olanchaca,olanchaar,olancha,CA,AR,90.5
deerparktx,deerparktx,deer park,TX,TX,100.0
huttigar,huttigva,huttig,AR,VA,90.5
christophercreekaz,christophercreekil,christopher creek,AZ,IL,90.5
grantonwi,grantonwi,granton,WI,WI,100.0
brazoscountrytx,brazoscountrytx,brazos country,TX,TX,90.5
loganks,logania,logan,KS,IA,100.0
marltonmd,marltonmd,marlton,MD,MD,100.0
mountauburnia,mountauburnmn,mount auburn,IA,MN,80.0
mayflowervillageca,mayflowervillageca,mayflower village,CA,CA,100.0
clevelandtn,clevelandtn,cleveland,TN,TN,100.0
kecesca,kecesca,keces,CA,CA,80.0
atlantaga,atlantaga,atlanta,GA,GA,100.0
collingslakesnj,collingslakesnj,collings lakes,NJ,NJ,100.0
mllvalepa,mllvaleut,mllvale,PA,UT,100.0
stonewallgapco,stonewallgapla,stonewall gap,CO,LA,90.5
pijehillal,pijehillnj,pije hill,AL,NJ,88.88888888888889
miamiok,miamiok,miami,OK,OK,100.0
franklinks,franklinga,franklin,KS,GA,100.0
greenlandra,greenlandar,greenland,RA,AR,100.0
bourgla,bourgla,bourg,LA,LA,100.0
skidawayislandga,skidawayislandga,skidaway island,GA,GA,100.0
hollandar,hollandme,holland,AR,ME,100.0
pentresswv,pentressal,pentress,WV,AL,83.33333333333334
willowspringsil,willowspringsil,willow springs,IL,IL,100.0
talmoga,talmoca,talmo,GA,CA,75.0
doddcitytx,doddcitytx,dodd city,TX,TX,90.5
lakenordensd,lakenordenak,lake norden,SD,AK,80.0
taylorsvillems,taylorsvillems,taylorsville,MS,MS,100.0
bellemeadeky,bellemeadetn,bellemeade,KY,TN,90.9090909090909
dawsonmz,dawsonga,dawson,MZ,GA,100.0
poquottny,poquottct,poquott,NY,CT,75.0
huetterid,huetterga,huetter,ID,GA,87.5
pixleyca,pixleyca,pixley,CA,CA,100.0
ehrenbergaz,ehrenbergaz,ehrenberg,AZ,AZ,100.0
oakgrovetx,oakgroveky,oak grove,TX,KY,100.0
coventrylakect,coventrylakect,coventry lake,CT,CT,100.0
amherstco,amherstma,amherst,CO,MA,100.0
orofinoid,orofinoid,orofino,ID,ID,100.0
lakealumaok,lakealumaak,lake aluma,OK,AK,80.0
riversidemo,riversidemo,riverside,MO,MO,100.0
heartbuttemt,heartbuttede,heart butte,MT,DE,75.0
ririeid,ririeca,ririe,ID,CA,83.33333333333334
smithfieldut,smithfieldut,smithfield,UT,UT,100.0
paramount-longmeadowmd,paramount-longmeadowmd,paramount-long meadow,MD,MD,100.0
eastportervilleca,eastportervilleca,east porterville,CA,CA,100.0
hudsonflb,hudsonco,hudson,FLB,CO,100.0
higginsvillemo,higginsvillemo,higginsville,MO,MO,100.0
coffeymo,coffeyil,coffey,MO,IL,71.42857142857143
clydemo,clydeny,clyde,MO,NY,100.0
westoceancitymd,westoceancitymd,west ocean city,MD,MD,100.0
applevalleyut,applevalleyca,apple valley,UT,CA,100.0
sumnerwa,sumnerwa,sumner,WA,WA,100.0
hydeky,hydepa,hyde,KY,PA,100.0
toxeyal,toxeynm,toxey,AL,NM,75.0
standingpinems,standingpinemn,standing pine,MS,MN,83.33333333333334
mountainviewmo,mountainviewmo,mountain view,MO,MO,100.0
shongopoviaz,shongopovinj,shongopovi,AZ,NJ,75.0
kernvilleca,kernvilleca,kernville,CA,CA,100.0
parksza,parksaz,parks,ZA,AZ,100.0
chirenotx,chirenoia,chireno,TX,IA,75.0
greensburgin,greensburgin,greensburg,IN,IN,100.0
talpanm,talpaco,talpa,NM,CO,80.0
wallingtordcenterct,wallingtordcenterct,wallingtord center,CT,CT,94.44444444444444
bethpageny,bethpageny,bethpage,NY,NY,100.0
cowichewa,cowicheks,cowiche,WA,KS,85.71428571428571
pomonany,pomonany,pomona,NY,NY,100.0
pueblitonm,pueblitoco,pueblito,NM,CO,83.33333333333334
southhavenks,southhavenin,south haven,KS,IN,100.0
wataugatn,wataugatx,watauga,TN,TX,100.0
evansvilleme,evansvillein,evansville,ME,IN,100.0
highlandsnc,highlandsnj,highlands,NC,NJ,100.0
tevistonca,tevistonca,teviston,CA,CA,100.0
pueblitonm,pueblitoco,pueblito,NM,CO,83.33333333333334
endicottny,endicottny,endicott,NY,NY,100.0
brunone,brunoca,bruno,NE,CA,71.42857142857143
straughni,straughnid,straughn,I,ID,75.0
tunicaresortsms,tunicaresortsms,tunica resorts,MS,MS,100.0
fairviewbeachva,fairviewbeachca,fairview beach,VA,CA,90.5
bourbonin,bourbonin,bourbon,IN,IN,100.0
florail,florail,flora,IL,IL,100.0
twinoaksmo,twinoaksca,twin oaks,MO,CA,80.0
strawberryaz,strawberryca,strawberry,AZ,CA,100.0
malcolmne,malcolmaz,malcolm,NE,AZ,83.33333333333334
woodlandnc,woodlandca,woodland,NC,CA,100.0
raylega,rayleia,rayle,GA,IA,83.33333333333334
hcaunceywv,hcaunceyoh,hcauncey,WV,OH,100.0
montgomerycitymo,montgomerycitymo,montgomery city,MO,MO,100.0
lakewaccamawwnc,lakewaccamawnc,lake waccamaw,WNC,NC,100.0
churchhilltn,churchhilltn,church hill,TN,TN,100.0
swedenvalleypa,swedenvalleywa,sweden valley,PA,WA,92.3076923076923
reservemt,reservela,reserve,MT,LA,100.0
vincental,vincental,vincent,AL,AL,100.0
ferndalemd,ferndalemd,ferndale,MD,MD,100.0
kamiahid,kamiahid,kamiah,ID,ID,100.0
unionictyg,unionictyky,union icty,G,KY,90.5
oxonhillmd,oxonhillmd,oxon hill,MD,MD,100.0
southfarmingdaleny,southfarmingdaleny,south farmingdale,NY,NY,100.0
owentonky,owentonky,owenton,KY,KY,100.0
jmula,jmulca,jmul,A,CA,80.0
netawakaks,netawakail,netawaka,KS,IL,87.5
rodeynm,rodeyca,rodey,NM,CA,80.0
godlriverca,godlriverca,godl river,CA,CA,90.0
vienannj,vienanga,vienan,NJ,GA,83.33333333333334
bennettco,bennettco,bennett,CO,CO,100.0
sharonnd,sharonma,sharon,ND,MA,100.0
lincolnparknj,lincolnparknj,lincoln park,NJ,NJ,100.0
phippsburgco,phippsburgme,phippsburg,CO,ME,100.0
fabenstx,fabenstx,fabens,TX,TX,100.0
alvordia,alvordtx,alvord,IA,TX,100.0
rodriguezcampca,rodriguezcampil,rodriguez camp,CA,IL,87.5
ashvileoh,ashvileoh,ashvile,OH,OH,87.5
horseshoebendid,horseshoebendar,horseshoe bend,ID,AR,100.0
delawareoh,delawareoh,delaware,OH,OH,100.0
floralparknu,floralparkny,floral park,NU,NY,100.0
grandylevillageny,grandylevillageny,grandyle village,NY,NY,100.0
locustgrovega,locustgrovega,locust grove,GA,GA,100.0
deerparkwi,deerparkca,deer park,WI,CA,100.0
blairstownai,blairstownne,blairstown,AI,NE,90.5
benotms,benotal,benot,MS,AL,80.0
pomonamo,pomonaca,pomona,MO,CA,100.0
soldierks,soldierco,soldier,KS,CO,71.42857142857143
belleplainemn,belleplainemn,belle plaine,MN,MN,100.0
sherrodsvilleoh,sherrodsvilleks,sherrodsville,OH,KS,85.71428571428571
deidelbergpa,deidelbergpa,deidelberg,PA,PA,100.0
keithsburgil,keithsburgky,keithsburg,IL,KY,80.0
cottonwoodaz,cottonwoodaz,cottonwood,AZ,AZ,100.0
greenparkmo,greenparkmo,green park,MO,MO,100.0
magnetne,magnetms,magnet,NE,MS,80.0
missionwoodks,missionwoodks,mission wood,KS,KS,90.5
concowca,concowok,concow,CA,OK,90.5
playafortunapr,playafortunapr,playa fortuna,PR,PR,100.0
cullenla,cullenla,cullen,LA,LA,100.0
washingtonut,washingtonut,washington,UT,UT,100.0
rbuysc,rbuytx,rbuy,SC,TX,75.0
woodbridgeva,woodbridgeva,woodbridge,VA,VA,100.0
gumbarnchga,gumbarnchwa,gumbarnch,GA,WA,70.0
southsideal,southsideal,southside,AL,AL,100.0
supremela,supremela,supreme,LA,LA,100.0
nortfieldmn,nortfieldmn,nortfield,MN,MN,90.0
mattoonjil,mattoonjil,mattoonj,IL,IL,90.5
pocahnotasmo,pocahnotasar,pocahnotas,MO,AR,90.0
kingsparkva,kingsparkva,kings park,VA,VA,100.0
hamiltonsquarenj,hamiltonsquarenj,hamilton square,NJ,NJ,100.0
kanopolisks,kanopolisnc,kanopolis,KS,NC,90.0
